ACCOUNTNO,SUBNAME,SITUS,AYB,PRIMARYIMP,EXT CONDITION,INT CONDITION,TAXYEAR,SumOfRAWASSESSEDVALUE,SumOfACTUALVALUE,ATTRIBUTETYPE,ATTRIBUTESUBTYPE
R016991,BLUE MESA SUBDIVISION 1,"50  TRAILRIDGE TRL, BLUE MESA SUBDIVISION AREA, CO",1987,1,Average,,2025,34440,500320,VIEWS,SCENIC OR ABOVE AVERAGE
R016998,BLUE MESA SUBDIVISION 1,"97  STONY TRL, BLUE MESA SUBDIVISION AREA, CO",1996,1,Average,Below Average,2025,4980,79810,VIEWS,SCENIC OR ABOVE AVERAGE
R017022,BLUE MESA SUBDIVISION 1,"106  SCHOFIELD TRL, BLUE MESA SUBDIVISION AREA, CO",2011,1,Excellent,Excellent,2025,25980,415630,VIEWS,PANORAMIC OR OUTSTANDING
R017024,WILDERNESS STREAMS FILING 2,"15953  COUNTY ROAD 730, OHIO CREEK VALLEY, CO",1948,1,Below Average,Below Average,2025,28450,445390,VIEWS,PANORAMIC OR OUTSTANDING
R017025,WILDERNESS STREAMS FILING 2,"129  SIOUX RD, OHIO CREEK VALLEY, CO",2014,1,Good,Excellent,2025,104730,1671590,VIEWS,PANORAMIC OR OUTSTANDING
R017026,WILDERNESS STREAMS FILING 2,"214  ZUNI TRL, OHIO CREEK VALLEY, CO 81230",2000,1,Average,Average,2025,68980,1097320,VIEWS,SCENIC OR ABOVE AVERAGE
R017027,WILDERNESS STREAMS FILING 2,"256  ZUNI TRL, OHIO CREEK VALLEY, CO 81230",1994,1,Average,,2025,50300,797630,VIEWS,SCENIC OR ABOVE AVERAGE
R017028,WILDERNESS STREAMS FILING 2,"175  CHICKASAW TRL, OHIO CREEK VALLEY, CO 81230",1986,1,Average,,2025,71030,1132980,VIEWS,SCENIC OR ABOVE AVERAGE
R017030,WILDERNESS STREAMS FILING 2,"201  MOHAWK TRL, OHIO CREEK VALLEY, CO",2021,1,Excellent,Excellent,2025,149010,2382840,VIEWS,LIMITED OR BELOW AVERAGE
R017031,WILDERNESS STREAMS FILING 2,"159  MOHAWK TRL, OHIO CREEK VALLEY, CO",1980,1,Average,Average,2025,33250,530970,VIEWS,TYPICAL OR AVERAGE
R017032,WILDERNESS STREAMS FILING 2,"227  MOHAWK TRL, OHIO CREEK VALLEY, CO",1980,1,Average,,2025,28080,448110,VIEWS,SCENIC OR ABOVE AVERAGE
R017033,WILDERNESS STREAMS FILING 2,"1853  SIOUX RD, OHIO CREEK VALLEY, CO 81230",1993,1,Average,Average,2025,63710,1012630,VIEWS,PANORAMIC OR OUTSTANDING
R017035,WILDERNESS STREAMS FILING 2,"52  CASTLE CREEK RD, OHIO CREEK VALLEY, CO 81230",1990,1,Average,Average,2025,53770,859660,VIEWS,SCENIC OR ABOVE AVERAGE
R017146,NORTH VALLEY SUBDIVISION II,"283  CANDLELIGHT LN, GUNNISON, CO 81230",1996,1,Average,Average,2025,33640,538260,VIEWS,TYPICAL OR AVERAGE
R017147,NORTH VALLEY SUBDIVISION II,"45  TAMARIND DR, GUNNISON, CO 81230",1996,1,Average,Average,2025,46880,750100,VIEWS,PANORAMIC OR OUTSTANDING
R017148,NORTH VALLEY SUBDIVISION II,"23  TAMARIND DR, GUNNISON, CO",1994,1,Average,Average,2025,38820,621150,VIEWS,SCENIC OR ABOVE AVERAGE
R017149,NORTH VALLEY SUBDIVISION II,"82  CANDLELIGHT LN, GUNNISON, CO 81230",1993,1,Average,,2025,33270,532360,VIEWS,SCENIC OR ABOVE AVERAGE
R017153,NORTH VALLEY SUBDIVISION II,"671  CANDLELIGHT LN, GUNNISON, CO 81230",1994,1,Average,,2025,36900,590260,VIEWS,SCENIC OR ABOVE AVERAGE
R017155,NORTH VALLEY SUBDIVISION II,"305  SEQUOIA DR, GUNNISON, CO 81230",1997,1,Average,,2025,29450,471040,VIEWS,SCENIC OR ABOVE AVERAGE
R017159,SILVERJACK SUBDIVISION,"198  ASPEN DR, CIMARRON RIVER AREA, CO 81220",2010,1,Good,Good,2025,36650,586400,VIEWS,TYPICAL OR AVERAGE
R017160,SILVERJACK SUBDIVISION,"201  ASPEN DR, CIMARRON RIVER AREA, CO 81220",1998,1,Average,Good,2025,45330,725310,VIEWS,LIMITED OR BELOW AVERAGE
R017166,SILVERJACK SUBDIVISION,"1374  HAMPTON RD, CIMARRON RIVER AREA, CO 81220",1988,1,Average,Good,2025,49050,784870,VIEWS,PANORAMIC OR OUTSTANDING
R017169,SILVERJACK SUBDIVISION,"704  HAMPTON RD, CIMARRON RIVER AREA, CO 81220",1991,1,Average,Average,2025,26240,419890,VIEWS,SCENIC OR ABOVE AVERAGE
R017170,SILVERJACK SUBDIVISION,"143  COLUMBINE TRL, CIMARRON RIVER AREA, CO 81220",1995,1,Average,Average,2025,27360,437670,VIEWS,OBSTRUCTED OR NONE
R017171,SILVERJACK SUBDIVISION,"140  COLUMBINE TRL, CIMARRON RIVER AREA, CO 81220",1993,1,Average,Average,2025,22910,366520,VIEWS,LIMITED OR BELOW AVERAGE
R017172,SILVERJACK SUBDIVISION,"84  COLUMBINE TRL, CIMARRON RIVER AREA, CO 81220",1997,1,Good,Average,2025,45070,721020,VIEWS,PANORAMIC OR OUTSTANDING
R017173,SILVERJACK SUBDIVISION,"874  HAMPTON RD, CIMARRON RIVER AREA, CO 81220",1982,1,Average,Average,2025,49580,510080,VIEWS,LIMITED OR BELOW AVERAGE
R017201,QUARTZ CREEK SUBDIVISION,"2130  CHARLIES CHALLENGE RD, QUARTZ CREEK AREA, CO",2013,1,Average,,2025,6370,23580,VIEWS,TYPICAL OR AVERAGE
R017207,QUARTZ CREEK SUBDIVISION,"RAND RD, QUARTZ CREEK AREA, CO",1980,1,Average,Average,2025,8010,128100,VIEWS,SCENIC OR ABOVE AVERAGE
R017209,ARROWHEAD FILING 2,"235  TIMBER DR, ARROWHEAD AREA, CO 81220",2022,1,Very Good,,2025,31920,510640,VIEWS,TYPICAL OR AVERAGE
R017211,ARROWHEAD FILING 2,"201  LAKE RD, ARROWHEAD AREA, CO 81220",1987,1,Average,Average,2025,24330,389200,ARROWHEAD,LIMITED VIEW LOT
R017252,ARROWHEAD FILING 3,"600  CREST DR, ARROWHEAD AREA, CO 81220",2005,1,Average,Average,2025,53890,862160,VIEWS,TYPICAL OR AVERAGE
R017259,ARROWHEAD FILING 3,"636  COLUMBINE DR, ARROWHEAD AREA, CO 81220",1993,1,Average,,2025,23210,371390,VIEWS,TYPICAL OR AVERAGE
R017262,ARROWHEAD FILING 3,"626  COLUMBINE DR, ARROWHEAD AREA, CO 81220",1988,1,Average,Average,2025,30420,486710,ARROWHEAD,VIEW LOT
R017265,ARROWHEAD FILING 3,"702  CREST DR, ARROWHEAD AREA, CO 81220",2005,1,Average,Good,2025,40010,640120,ARROWHEAD,VIEW LOT
R017268,ARROWHEAD FILING 3,"722  CREST DR, ARROWHEAD AREA, CO 81220",1993,1,Average,,2025,36440,583000,ARROWHEAD,VIEW LOT
R017271,ARROWHEAD FILING 3,"732  CREST DR, ARROWHEAD AREA, CO 81220",1998,1,Average,,2025,36350,581630,ARROWHEAD,VIEW LOT
R017277,ARROWHEAD FILING 3,"750  DEER TRL, ARROWHEAD AREA, CO 81220",2005,1,Average,Average,2025,28220,451440,VIEWS,TYPICAL OR AVERAGE
R017282,ARROWHEAD FILING 3,"770  DEER TRL, ARROWHEAD AREA, CO 81220",2024,1,Excellent,,2025,17600,281590,VIEWS,SCENIC OR ABOVE AVERAGE
R017287,ARROWHEAD FILING 3,"811  CREST DR, ARROWHEAD AREA, CO 81220",2024,1,Excellent,,2025,11460,183320,VIEWS,PANORAMIC OR OUTSTANDING
R017288,ARROWHEAD FILING 3,"821  CREST DR, ARROWHEAD AREA, CO 81220",1992,1,Average,,2025,52920,846750,ARROWHEAD,PANORAMIC VIEW LOT
R017291,ARROWHEAD FILING 3,"810  CREST DR, ARROWHEAD AREA, CO 81220",2005,1,Average,Average,2025,38330,613270,VIEWS,TYPICAL OR AVERAGE
R017297,ARROWHEAD FILING 3,"780  CREST DR, ARROWHEAD AREA, CO 81220",1990,1,Average,,2025,22420,358750,ARROWHEAD,VIEW LOT
R017299,SIGNAL PEAK INDUSTRIAL PK 1&2,"400  INDUSTRIAL PARK RD, GUNNISON, CO 81230",1978,1,Average,,2025,107510,398210,VIEWS,TYPICAL OR AVERAGE
R017310,TAYLOR RIVER ESTATE SUBD,"26910  FOREST SERVICE ROAD 742, TAYLOR PARK, CO",1994,1,Average,Minimal,2025,22900,366350,VIEWS,PANORAMIC OR OUTSTANDING
R017311,TAYLOR RIVER ESTATE SUBD,"26904  FOREST SERVICE ROAD 742, TAYLOR PARK, CO 81230",1992,1,Average,,2025,22930,366860,VIEWS,SCENIC OR ABOVE AVERAGE
R017312,TAYLOR RIVER ESTATE SUBD,"26900  FOREST SERVICE ROAD 742, TAYLOR PARK, CO",1994,1,Average,Average,2025,18260,292160,VIEWS,SCENIC OR ABOVE AVERAGE
R017316,TAYLOR RIVER ESTATE SUBD,"26807  FOREST SERVICE ROAD 742, TAYLOR PARK, CO",1997,1,Average,Average,2025,29060,464850,VIEWS,SCENIC OR ABOVE AVERAGE
R017318,TAYLOR RIVER ESTATE SUBD,"26815  FOREST SERVICE ROAD 742, TAYLOR PARK, CO",1990,1,Average,,2025,47220,755540,VIEWS,PANORAMIC OR OUTSTANDING
R017423,MARCELLINA ESTATES,"62  MOUNTAIN DR, KEBLER PASS, CO",1992,1,Average,Average,2025,33050,528740,VIEWS,PANORAMIC OR OUTSTANDING
R017429,WILDERNESS STREAMS FILING 2,"1555  SIOUX RD, OHIO CREEK VALLEY, CO",2018,1,Excellent,Excellent,2025,82830,1318010,VIEWS,SCENIC OR ABOVE AVERAGE
R017446,IOLA VALLEY RANCHES,"148  CHISHOLM TRL, IOLA - NINE MILE, CO 81230",2002,1,Average,,2025,14620,233950,VIEWS,TYPICAL OR AVERAGE
R017450,ARROWHEAD FILING 2,"2191  SPRUCE RD, ARROWHEAD AREA, CO 81220",2007,1,Good,,2025,48940,783000,VIEWS,SCENIC OR ABOVE AVERAGE
R017457,LOST CANYON SUBDIVISION,"140  RIVER FRONT RD, GUNNISON, CO",1997,1,Average,,2025,65770,1052270,VIEWS,SCENIC OR ABOVE AVERAGE
R017458,LOST CANYON SUBDIVISION,"120  RIVER FRONT RD, GUNNISON, CO 81230",2019,1,Excellent,Excellent,2025,89760,1436200,VIEWS,SCENIC OR ABOVE AVERAGE
R017468,ARROWHEAD FILING 2,"284  ASPEN TRL, ARROWHEAD AREA, CO 81220",2022,1,Average,,2025,19310,71500,ARROWHEAD,LIMITED VIEW LOT
R017470,ARROWHEAD FILING 2,"485  ASPEN DR, ARROWHEAD AREA, CO 81220",2014,1,Good,,2025,31590,117000,ARROWHEAD,LIMITED VIEW LOT
R017473,MITZEL'S GREEN ACRES,"17  PAUL PL, GUNNISON, CO 81230",2016,1,Average,,2025,28760,106500,VIEWS,SCENIC OR ABOVE AVERAGE
R017477,SPRING CREEK TRACTS,"593  COUNTY ROAD 54, SPRING CREEK, CO",1992,1,Good,,2025,58310,932890,VIEWS,TYPICAL OR AVERAGE
R017482,ARROWHEAD FILING 2,"608  SNOWSHOE LN, ARROWHEAD AREA, CO 81220",2005,1,Average,,2025,33470,535430,VIEWS,TYPICAL OR AVERAGE
R017502,CHAIR MOUNTAIN RANCH 1,"178  COUNTY ROAD 3, CRYSTAL RIVER VALLEY, CO",1985,1,Average,,2025,298330,2114690,VIEWS,TYPICAL OR AVERAGE
R017567,"CRESTED BUTTE SOUTH F 1,2,3,4","273  GILLASPEY AVE, CRESTED BUTTE SOUTH, CO",1998,1,Average,Average,2025,85510,1368230,VIEWS,TYPICAL OR AVERAGE
R017573,CAMP CREEK RANCHETTES,"12407  COUNTY ROAD 1 TT, VULCAN AREA, CO",2000,1,Average,Average,2025,22140,354210,VIEWS,PANORAMIC OR OUTSTANDING
R017593,PIKE'S SUBD (GUNNISON),"208 E TOMICHI AVE, GUNNISON, CO",1927,1,Below Average,,2025,53930,199740,VIEWS,TYPICAL OR AVERAGE
R017759,CRESTED BUTTE (TOWN OF),"518  SOPRIS AVE, CRESTED BUTTE, CO 81224",1999,1,Average,,2025,130630,2090070,VIEWS,TYPICAL OR AVERAGE
R017760,"CRESTED BUTTE (TOWN OF), RAFIKI MEMORIAL TOWNHOUSES","727  GOTHIC AVE, CRESTED BUTTE, CO 81224",1994,1,Average,,2025,60820,973150,VIEWS,SCENIC OR ABOVE AVERAGE
R017762,CHALET VILLAGE ADDN 7 (MT CB),"15 B  ANTHRACITE DR, MT CRESTED BUTTE, CO 81225",2006,1,Average,,2025,116440,1863170,VIEWS,LIMITED OR BELOW AVERAGE
R017764,CRESTED BUTTE (TOWN OF),"731  GOTHIC AVE UNIT 1-4, CRESTED BUTTE, CO",2019,1,Excellent,Excellent,2025,221940,3550970,VIEWS,TYPICAL OR AVERAGE
R017768,DOS RIOS ISLAND PROPERTIES,"42 W COTTONWOOD RD, GUNNISON, CO 81230",1996,1,Good,Average,2025,80710,1291340,VIEWS,SCENIC OR ABOVE AVERAGE
R017790,SNOWBOUND SUBD,"1  CHILDERS WAY, MARBLE, CO",1984,1,Average,,2025,78680,1258860,VIEWS,PANORAMIC OR OUTSTANDING
R017794,"CRESTED BUTTE SOUTH F 1,2,3,4","171  SHAVANO ST, CRESTED BUTTE SOUTH, CO 81224",1986,1,Good,Average,2025,79040,1264580,VIEWS,TYPICAL OR AVERAGE
R017959,FAIRVIEW SUBDIVISION,"3452  COUNTY ROAD 730, OHIO CREEK VALLEY, CO 81230",1976,1,Average,Average,2025,43080,689190,VIEWS,TYPICAL OR AVERAGE
R024533,MEADOWS SUBDIVISION,"880 N MAIN ST, GUNNISON, CO",2008,1,Average,,2025,1704310,6312280,VIEWS,TYPICAL OR AVERAGE
R024534,MEADOWS SUBDIVISION,"820 N MAIN ST, GUNNISON, CO 81230",1994,1,Average,,2025,237380,879190,VIEWS,TYPICAL OR AVERAGE
R024558,CRESTED BUTTE (TOWN OF),"123  SOPRIS AVE, CRESTED BUTTE, CO 81224",1890,1,Average,,2025,105910,1694640,VIEWS,TYPICAL OR AVERAGE
R024560,CRESTED BUTTE (TOWN OF),"311  FIFTH ST, CRESTED BUTTE, CO 81224",1975,1,Below Average,,2025,166730,994090,VIEWS,TYPICAL OR AVERAGE
R024561,CRESTED BUTTE (TOWN OF),"311  SIXTH ST UNIT A, CRESTED BUTTE, CO 81224",1985,1,Average,,2025,249910,925580,VIEWS,SCENIC OR ABOVE AVERAGE
R024613,CHALET VILLAGE ADDN 2 (MT CB),"21  WHETSTONE RD, MT CRESTED BUTTE, CO 81225",1968,1,Average,,2025,92040,1472630,VIEWS,SCENIC OR ABOVE AVERAGE
R024617,GOLD LINK SUBDIVISION,"42  GOLD LINK DR, MT CRESTED BUTTE, CO 81225",2000,1,Average,,2025,269080,4305310,VIEWS,SCENIC OR ABOVE AVERAGE
R024618,GOLD LINK SUBDIVISION,"35  GOLD LINK DR, MT CRESTED BUTTE, CO 81225",2008,1,Very Good,,2025,215690,3451040,VIEWS,SCENIC OR ABOVE AVERAGE
R024620,GOLD LINK SUBDIVISION,"31  GOLD LINK DR, MT CRESTED BUTTE, CO 81225",1998,1,Average,Very Good,2025,256180,4098780,VIEWS,SCENIC OR ABOVE AVERAGE
R024623,NORTH VILLAGE SUBD,"GOTHIC RD, MT CRESTED BUTTE, CO 81225",1989,1,Average,,2025,3220,11900,VIEWS,SCENIC OR ABOVE AVERAGE
R024663,QUARTZ CREEK SUBDIVISION,"100  G S DR, QUARTZ CREEK AREA, CO",1983,1,Below Average,Below Average,2025,7510,120230,VIEWS,SCENIC OR ABOVE AVERAGE
R024671,SPRING MEADOWS SUBD,"373  SPRING MEADOWS TRL, GUNNISON, CO 81230",1996,1,Good,Good,2025,61640,986270,VIEWS,TYPICAL OR AVERAGE
R024685,GUNNISON RANCH (AKA ROMER TRACTS),"1701  ARMITAGE SPRINGS RD, WILLOW CREEK DRAINAGE, CO",1986,1,Average,Average,2025,31750,501810,VIEWS,SCENIC OR ABOVE AVERAGE
R024687,GUNNISON RANCH (AKA ROMER TRACTS),"1901  ARMITAGE SPRINGS RD, WILLOW CREEK DRAINAGE, CO",2003,1,Average,Average,2025,12000,183590,VIEWS,TYPICAL OR AVERAGE
R024694,IRWIN (TOWN OF),"7TH ST, IRWIN, CO",2016,1,Average,,2025,27920,103420,VIEWS,TYPICAL OR AVERAGE
R024697,ALLEN HOME SITES,"32  UPPER ALLEN RD, CRESTED BUTTE SOUTH, CO 81224",1975,1,Average,,2025,76050,1216840,VIEWS,TYPICAL OR AVERAGE
R024702,CRYSTAL (TOWN OF),"3850  FOREST SERVICE ROAD 314, CRYSTAL TOWNSITE VICINITY, CO",1984,1,Average,,2025,12930,206970,VIEWS,SCENIC OR ABOVE AVERAGE
R024709,"CRESTED BUTTE SOUTH F 1,2,3,4","123  HAVERLY ST, CRESTED BUTTE SOUTH, CO 81224",2000,1,Average,,2025,64930,1038910,VIEWS,TYPICAL OR AVERAGE
R025012,SCHOFIELD (TOWN OF),"6880  FOREST SERVICE ROAD 317, SCHOFIELD, CO",1988,1,Average,,2025,15280,244420,VIEWS,SCENIC OR ABOVE AVERAGE
R025014,PALISADE ADDITION (GUNNISON),"120  FLORESTA ST, GUNNISON, CO 81230",1960,1,Average,,2025,31980,511770,VIEWS,TYPICAL OR AVERAGE
R025016,"CRESTED BUTTE SOUTH F 1,2,3,4","692  SHAVANO ST, CRESTED BUTTE SOUTH, CO 81224",1998,1,Average,,2025,77960,1247240,VIEWS,PANORAMIC OR OUTSTANDING
R025028,COLORADO MOUNTAIN RANCHES,"46800  COUNTY ROAD 42, COLORADO MOUNTAIN RANCH VICINITY, CO",2005,1,Average,Average,2025,41070,645470,VIEWS,PANORAMIC OR OUTSTANDING
R025032,ARROWHEAD FILING 1,"1253  SPRUCE RD, ARROWHEAD AREA, CO 81220",1983,1,Average,,2025,16770,268230,ARROWHEAD,LIMITED VIEW LOT
R025046,FENSKE SUBDIVISION,"37523  US HIGHWAY 50, GUNNISON, CO",1930,1,Average,,2025,39610,633720,VIEWS,TYPICAL OR AVERAGE
R025078,COLORADO MOUNTAIN RANCHES,"8671  COUNTY ROAD 42, COLORADO MOUNTAIN RANCH VICINITY, CO 81230",2008,1,Good,Good,2025,62460,999290,VIEWS,SCENIC OR ABOVE AVERAGE
R025118,CAMP CREEK RANCHETTES,"12408  COUNTY ROAD 1 TT, VULCAN AREA, CO",1990,1,Average,,2025,25850,413580,VIEWS,SCENIC OR ABOVE AVERAGE
R025119,CAMP CREEK RANCHETTES,"12411  COUNTY ROAD 1 TT, VULCAN AREA, CO",2013,1,Excellent,,2025,30700,113710,VIEWS,SCENIC OR ABOVE AVERAGE
R025120,CAMP CREEK RANCHETTES,"12412  COUNTY ROAD 1 TT, VULCAN AREA, CO",2001,1,Average,Average,2025,20370,325900,VIEWS,SCENIC OR ABOVE AVERAGE
R025126,CAMP CREEK RANCHETTES,"12421  COUNTY ROAD 1 TT, VULCAN AREA, CO",1994,1,Below Average,Below Average,2025,11840,189550,VIEWS,PANORAMIC OR OUTSTANDING
R025127,CAMP CREEK RANCHETTES,"12426  COUNTY ROAD 1 TT, VULCAN AREA, CO",1985,1,Minimum,,2025,12780,204440,VIEWS,SCENIC OR ABOVE AVERAGE
R025197,"CRESTED BUTTE SOUTH F 1,2,3,4","708  ZELIGMAN ST, CRESTED BUTTE SOUTH, CO 81224",2021,1,Excellent,Excellent,2025,96650,1546390,VIEWS,SCENIC OR ABOVE AVERAGE
R025335,TINCUP (TOWN OF),"19  OAK ST, TINCUP AREA, CO",1987,1,Average,,2025,35570,569130,VIEWS,TYPICAL OR AVERAGE
R025349,CRESTED BUTTE (TOWN OF),"15  THIRD ST, CRESTED BUTTE, CO 81224",1978,1,Good,Good,2025,164270,2628410,VIEWS,SCENIC OR ABOVE AVERAGE
R025358,GUNNISON RANCH (AKA ROMER TRACTS),"7  BUCK RUN RD, WILLOW CREEK DRAINAGE, CO 81230",1996,1,Below Average,Below Average,2025,12220,188480,VIEWS,TYPICAL OR AVERAGE
R025365,GUNNISON ORIGINAL,"119 S TAYLOR ST, GUNNISON, CO 81230",1940,1,Average,Average,2025,29340,469570,VIEWS,TYPICAL OR AVERAGE
R025368,CRESTED BUTTE (TOWN OF),"17  GOTHIC AVE, CRESTED BUTTE, CO 81224",2000,1,Average,,2025,153020,2448360,VIEWS,TYPICAL OR AVERAGE
R025486,NORTH ELK MEADOWS II,"211  SANDPIPER TRL, GUNNISON, CO",2021,1,Excellent,Excellent,2025,75430,1206970,VIEWS,SCENIC OR ABOVE AVERAGE
R025487,NORTH ELK MEADOWS II,"235  SANDPIPER TRL, GUNNISON, CO 81230",1987,1,Average,,2025,41360,661730,VIEWS,SCENIC OR ABOVE AVERAGE
R025488,NORTH ELK MEADOWS II,"259  SANDPIPER TRL, GUNNISON, CO 81230",1992,1,Average,,2025,63670,1018810,VIEWS,TYPICAL OR AVERAGE
R025489,NORTH ELK MEADOWS II,"236  SANDPIPER TRL, GUNNISON, CO 81230",2013,1,Good,Good,2025,47430,758860,VIEWS,TYPICAL OR AVERAGE
R025490,NORTH ELK MEADOWS II,"210  SANDPIPER TRL, GUNNISON, CO 81230",1997,1,Average,Average,2025,45320,725080,VIEWS,SCENIC OR ABOVE AVERAGE
R025492,NORTH ELK MEADOWS II,"150  SANDPIPER TRL, GUNNISON, CO 81230",2000,1,Average,Average,2025,47310,757050,VIEWS,TYPICAL OR AVERAGE
R025495,NORTH ELK MEADOWS II,"64  SANDPIPER TRL, GUNNISON, CO 81230",1994,1,Average,,2025,41520,664300,VIEWS,TYPICAL OR AVERAGE
R025496,NORTH ELK MEADOWS II,"50  SANDPIPER TRL, GUNNISON, CO 81230",1994,1,Average,Average,2025,50060,801030,VIEWS,TYPICAL OR AVERAGE
R025497,NORTH ELK MEADOWS II,"40  SANDPIPER TRL, GUNNISON, CO 81230",1996,1,Average,,2025,36650,586440,VIEWS,TYPICAL OR AVERAGE
R025499,NORTH ELK MEADOWS II,"12  MEADOW LARK TRL, GUNNISON, CO 81230",1999,1,Average,,2025,53400,854390,VIEWS,TYPICAL OR AVERAGE
R025505,WEST MARBLE,"19 W STATE ST, MARBLE, CO 81623",1964,1,Salvage,,2025,5650,90500,VIEWS,TYPICAL OR AVERAGE
R025540,CRESTED BUTTE (TOWN OF),"430  MAROON AVE, CRESTED BUTTE, CO 81224",1972,1,Average,,2025,76470,1223480,VIEWS,TYPICAL OR AVERAGE
R025542,"CRESTED BUTTE SOUTH F 1,2,3,4","198  SHAVANO ST, CRESTED BUTTE SOUTH, CO 81224",1990,1,Average,,2025,70860,1133730,VIEWS,SCENIC OR ABOVE AVERAGE
R025548,PANOVIEW PARK,"213  COLUMBINE RD, HARTMAN ROCKS AREA, CO 81230",1979,1,Average,,2025,34910,558660,VIEWS,TYPICAL OR AVERAGE
R025553,GUNNISON RANCH (AKA ROMER TRACTS),"1700  OSO CREEK RD, WILLOW CREEK DRAINAGE, CO",2021,1,Excellent,,2025,23090,355720,VIEWS,TYPICAL OR AVERAGE
R025554,CRESTED BUTTE (TOWN OF),"408  BUTTE AVE, CRESTED BUTTE, CO 81224",2013,1,Average,Average,2025,169270,2708240,VIEWS,PANORAMIC OR OUTSTANDING
R025579,SCHOFIELD (TOWN OF),"6720  FOREST SERVICE ROAD 317, SCHOFIELD, CO",2023,1,Very Good,,2025,22750,364060,VIEWS,TYPICAL OR AVERAGE
R025772,GUNNISON RANCH (AKA ROMER TRACTS),"2101  ARMITAGE SPRINGS RD, WILLOW CREEK DRAINAGE, CO",2005,1,Good,Good,2025,39760,577150,VIEWS,SCENIC OR ABOVE AVERAGE
R025779,CHALET VILLAGE ADDN 6 (MT CB),"65  CINNAMON MOUNTAIN RD, MT CRESTED BUTTE, CO 81225",2024,1,Excellent,,2025,47480,759730,VIEWS,PANORAMIC OR OUTSTANDING
R025785,"CRESTED BUTTE SOUTH F 1,2,3,4","392  HAVERLY ST, CRESTED BUTTE SOUTH, CO",1990,1,Average,,2025,59380,950000,VIEWS,TYPICAL OR AVERAGE
R025806,CHALET VILLAGE ADDN 1 (MT CB),"26  TREASURY RD, MT CRESTED BUTTE, CO 81225",1963,1,Average,,2025,65540,1048490,VIEWS,TYPICAL OR AVERAGE
R025812,CRESTED BUTTE (TOWN OF),"420  BUTTE AVE, CRESTED BUTTE, CO 81224",2007,1,Good,,2025,239350,3829600,VIEWS,PANORAMIC OR OUTSTANDING
R025817,CHALET VILLAGE ADDN 2 (MT CB),"46  WHETSTONE RD, MT CRESTED BUTTE, CO 81225",2005,1,Average,,2025,115640,1850230,VIEWS,SCENIC OR ABOVE AVERAGE
R025941,"CRESTED BUTTE SOUTH F 1,2,3,4","267  NEVILLE WAY, CRESTED BUTTE SOUTH, CO 81224",2018,1,Good,Good,2025,95380,1526110,VIEWS,SCENIC OR ABOVE AVERAGE
R025942,"CRESTED BUTTE SOUTH F 1,2,3,4","84  ZELIGMAN ST, CRESTED BUTTE SOUTH, CO 81224",2005,1,Good,Good,2025,73330,1173320,VIEWS,SCENIC OR ABOVE AVERAGE
R026028,SOMERSET (TOWN OF),"336  KING AVE, SOMERSET, CO 81434",1945,1,Average,Below Average,2025,14020,224310,VIEWS,TYPICAL OR AVERAGE
R026033,CRESTED BUTTE (TOWN OF),"29  WHITEROCK AVE, CRESTED BUTTE, CO 81224",1996,1,Average,Average,2025,106970,1711450,VIEWS,TYPICAL OR AVERAGE
R026046,RAGGED MOUNTAIN RESERVE,"1931  RAGGED MTN RESERVE RD, MCCLURE PASS AREA, CO",1987,1,Average,,2025,7970,120100,VIEWS,TYPICAL OR AVERAGE
R026053,CHALET VILLAGE ADDN 2 (MT CB),"14  WHETSTONE RD, MT CRESTED BUTTE, CO 81225",1970,1,Very Good,Very Good,2025,112540,1800510,VIEWS,SCENIC OR ABOVE AVERAGE
R026056,MASDEN LAKE FORK COVE,"1191  COVE RD, SAPINERO AREA, CO",1900,1,Average,,2025,35730,571690,VIEWS,SCENIC OR ABOVE AVERAGE
R026061,GUNNISON ORIGINAL,"109 S COLORADO ST, GUNNISON, CO 81230",1925,1,Below Average,,2025,21410,342560,VIEWS,TYPICAL OR AVERAGE
R026062,WILDERNESS STREAMS FILING 1,"31  TALOGA RD, OHIO CREEK VALLEY, CO",1996,1,Good,Average,2025,75520,1208280,VIEWS,SCENIC OR ABOVE AVERAGE
R026079,CRESTED BUTTE (TOWN OF),"329  MAROON AVE, CRESTED BUTTE, CO 81224",1888,1,Average,,2025,119020,1904430,VIEWS,TYPICAL OR AVERAGE
R026146,"OWL'S NEST TOWNHOMES, SKYLAND INITIAL & 2ND FILINGS","98  POWDERVIEW DR, SKYLAND AREA, CO 81224",1986,1,Good,,2025,99510,1592060,VIEWS,PANORAMIC OR OUTSTANDING
R026147,"OWL'S NEST TOWNHOMES, SKYLAND INITIAL & 2ND FILINGS","84  POWDERVIEW DR, SKYLAND AREA, CO 81224",1986,1,Good,,2025,99520,1592230,VIEWS,SCENIC OR ABOVE AVERAGE
R026218,"CRESTED BUTTE SOUTH F 1,2,3,4","222  BRACKENBURY ST, CRESTED BUTTE SOUTH, CO 81224",1995,1,Average,,2025,67860,1085650,VIEWS,TYPICAL OR AVERAGE
R026219,BARKMAN MINOR SUBDIVISION,"900  COUNTY ROAD 13, GUNNISON, CO 81230",1990,1,Average,Average,2025,37250,549920,VIEWS,SCENIC OR ABOVE AVERAGE
R026237,CRESTED BUTTE (TOWN OF),"731  TEOCALLI AVE, CRESTED BUTTE, CO 81224",2005,1,Average,,2025,116520,1864310,VIEWS,TYPICAL OR AVERAGE
